order_id,customer_id,product_id,quantity,order_ts,status
107,107,22,-3,2024-04-13 18:13:46,COMPLETED
108,73,20,-5,2024-08-13 05:16:39,CANCELLED
109,126,10,,2024-07-28 03:56:05,COMPLETED
110,86,36,-5,2024-05-26 11:51:09,COMPLETED
111,83,13,,2024-08-10 01:32:25,COMPLETED
112,199,27,-4,2024-05-03 13:37:05,COMPLETED
113,181,25,-2,2024-09-14 18:01:41,COMPLETED
114,167,10,,2024-01-15 09:02:52,COMPLETED
115,152,22,-5,2024-12-05 12:02:41,COMPLETED
116,26,34,-1,2024-01-06 23:02:59,COMPLETED
117,105,10,,2024-07-01 07:58:10,COMPLETED
118,68,22,,2024-09-26 00:28:29,COMPLETED
119,21,22,,2024-05-27 13:56:39,CANCELLED
120,161,32,-5,2024-01-14 22:36:13,COMPLETED
121,61,19,-2,2024-10-17 00:22:01,COMPLETED
122,26,7,,2024-03-05 14:37:55,COMPLETED
123,8,3,,2024-11-05 04:35:41,COMPLETED
124,92,24,,2024-02-26 12:48:31,COMPLETED
125,106,37,,2024-03-07 00:21:44,COMPLETED
126,157,25,,2024-09-22 07:16:32,COMPLETED
127,150,10,-4,2024-06-28 02:13:43,COMPLETED
128,118,17,-5,2024-12-15 02:26:05,COMPLETED
129,74,35,-1,2024-01-29 16:26:34,COMPLETED
130,89,38,-3,2024-09-05 03:20:25,CANCELLED
131,177,17,,2024-11-24 06:48:13,COMPLETED
132,99,31,-3,2024-04-02 02:55:02,COMPLETED
133,92,37,,2024-09-28 13:45:12,COMPLETED
134,169,26,-3,2024-01-04 03:28:42,COMPLETED
135,176,4,-2,2024-10-16 09:30:28,COMPLETED
136,74,15,-4,2024-11-07 10:32:51,COMPLETED
137,163,13,-3,2024-04-07 08:00:39,COMPLETED
138,185,9,-5,2024-12-16 20:19:58,COMPLETED
139,11,20,-5,2024-01-13 22:58:47,COMPLETED
140,188,9,,2024-12-19 06:20:44,COMPLETED
141,192,27,,2024-03-18 23:32:35,COMPLETED
142,139,24,-5,2024-07-13 21:03:58,CANCELLED
143,43,17,-4,2024-11-09 05:01:03,COMPLETED
144,87,8,,2024-01-30 05:50:27,COMPLETED
145,58,26,,2024-05-22 01:16:14,COMPLETED
146,102,1,,2024-07-27 09:12:59,COMPLETED
147,95,17,,2024-05-27 23:24:54,COMPLETED
148,96,7,-1,2024-07-02 02:28:58,COMPLETED
149,144,21,-4,2024-03-26 23:17:30,COMPLETED
150,163,30,-1,2024-09-09 03:21:00,COMPLETED
151,36,3,1,2024-04-28 04:53:00,CANCELLED
152,30,7,4,2024-12-10 13:51:22,COMPLETED
153,100,30,6,2024-09-17 09:23:04,CANCELLED
154,179,35,7,2024-08-16 02:24:31,COMPLETED
155,40,27,2,2024-11-19 18:34:57,COMPLETED
156,105,18,1,2024-09-25 01:52:55,COMPLETED
157,114,29,4,2024-11-28 05:22:25,COMPLETED
158,176,24,9,2024-12-16 04:25:04,CANCELLED
159,92,4,7,2024-04-17 03:24:05,COMPLETED
160,32,30,2,2024-09-14 09:27:08,COMPLETED
161,164,39,1,2024-01-20 15:25:33,COMPLETED
162,63,9,10,2024-03-20 16:39:16,COMPLETED
163,196,36,4,2024-08-15 17:29:11,COMPLETED
164,60,22,3,2024-11-02 06:41:33,CANCELLED
165,1,18,3,2024-02-20 11:36:52,COMPLETED
166,45,8,1,2024-02-21 04:29:42,COMPLETED
167,61,38,6,2024-01-07 03:05:25,COMPLETED
168,14,9,7,2024-07-23 07:28:21,COMPLETED
169,17,31,8,2024-10-29 03:38:39,COMPLETED
170,152,7,8,2024-07-14 16:07:01,COMPLETED
171,158,3,9,2024-04-27 03:23:54,COMPLETED
172,8,4,8,2024-11-25 01:23:41,COMPLETED
173,176,7,8,2024-10-03 16:03:41,CANCELLED
174,19,6,6,2024-08-24 05:44:34,COMPLETED
175,33,18,10,2024-09-02 20:42:09,COMPLETED
176,183,21,7,2024-08-20 00:05:44,COMPLETED
177,117,33,10,2024-06-16 01:44:54,COMPLETED
178,180,8,9,2024-10-06 22:42:53,COMPLETED
179,111,29,4,2024-06-09 17:01:19,COMPLETED
180,117,26,7,2024-10-10 08:28:53,COMPLETED
181,110,21,5,2024-05-25 08:44:18,CANCELLED
182,176,31,2,2024-02-05 10:16:35,COMPLETED
183,24,28,2,2024-10-16 04:04:19,COMPLETED
184,34,36,1,2024-08-15 18:15:02,CANCELLED
185,144,22,2,2024-06-08 13:00:50,COMPLETED
186,171,28,1,2024-04-21 16:54:01,COMPLETED
187,91,7,10,2024-07-16 01:25:39,COMPLETED
188,169,31,4,2024-11-25 01:10:26,COMPLETED
189,143,24,2,2024-10-23 03:59:58,COMPLETED
190,58,28,9,2024-10-25 00:59:22,COMPLETED
191,158,36,1,2024-08-24 12:14:38,CANCELLED
192,178,18,1,2024-03-11 01:35:58,COMPLETED
193,196,20,6,2024-05-16 07:46:31,COMPLETED
193,196,20,6,2024-05-16 07:46:31,COMPLETED
194,37,37,7,2024-01-28 00:34:59,COMPLETED
195,163,2,2,2024-10-16 18:15:56,COMPLETED
196,97,27,8,2024-05-12 09:22:51,COMPLETED
197,80,21,10,2024-08-19 13:12:30,COMPLETED
198,14,10,3,2024-10-19 23:51:07,COMPLETED
199,173,6,5,2024-06-21 02:06:44,COMPLETED
200,125,39,8,2024-06-09 20:28:20,COMPLETED
201,194,33,2,2024-05-14 01:14:39,COMPLETED
202,73,38,8,2024-07-23 15:22:54,COMPLETED
203,12,15,7,2024-08-20 18:06:48,COMPLETED
204,53,20,4,2024-10-25 00:12:57,COMPLETED
205,66,19,6,2024-02-16 14:20:06,COMPLETED
206,192,28,3,2024-02-20 04:05:52,COMPLETED
207,181,15,9,2024-08-04 23:40:51,COMPLETED
208,91,5,7,2024-11-30 16:13:33,COMPLETED
209,112,2,8,2024-12-23 17:51:22,COMPLETED
210,81,37,7,2024-08-10 16:28:20,COMPLETED
211,164,27,5,2024-02-14 17:29:37,COMPLETED
212,84,11,10,2024-06-27 16:24:50,COMPLETED
213,93,6,7,2024-11-23 23:09:53,COMPLETED
214,112,38,7,2024-07-22 11:41:05,COMPLETED
215,80,22,4,2024-05-09 08:25:28,COMPLETED
216,20,33,2,2024-07-25 01:35:43,COMPLETED
217,199,23,6,2024-10-09 11:39:52,CANCELLED
218,166,10,4,2024-02-09 22:12:27,COMPLETED
219,51,12,10,2024-02-29 08:50:58,COMPLETED
220,168,5,3,2024-10-27 03:27:58,COMPLETED
221,119,37,10,2024-06-23 08:06:00,COMPLETED
222,145,40,6,2024-12-01 15:21:52,CANCELLED
223,81,10,8,2024-01-27 12:28:26,COMPLETED
224,162,20,5,2024-08-17 16:25:54,COMPLETED
225,130,5,5,2024-06-28 07:45:06,COMPLETED
226,15,24,5,2024-01-30 19:11:05,COMPLETED
227,24,40,10,2024-07-15 22:12:52,COMPLETED
228,149,36,1,2024-06-23 15:49:18,CANCELLED
229,147,13,6,2024-08-22 23:03:47,COMPLETED
230,39,4,8,2024-02-10 04:42:26,COMPLETED
231,88,6,9,2024-09-07 22:20:27,COMPLETED
232,64,29,8,2024-07-22 12:40:22,COMPLETED
233,41,24,6,2024-12-22 11:47:27,COMPLETED
234,105,22,10,2024-01-21 08:04:55,COMPLETED
235,166,22,2,2024-05-08 00:56:26,COMPLETED
236,174,25,5,2024-04-07 20:46:15,COMPLETED
237,169,39,3,2024-05-09 11:09:33,COMPLETED
238,170,10,6,2024-04-30 11:34:09,CANCELLED
239,179,26,3,2024-08-19 02:11:10,COMPLETED
240,22,20,9,2024-05-26 06:54:20,COMPLETED
241,85,9,9,2024-02-06 07:02:41,COMPLETED
241,85,9,9,2024-02-06 07:02:41,COMPLETED
242,109,33,6,2024-01-08 01:55:15,COMPLETED
243,47,14,6,2024-10-24 13:05:36,COMPLETED
243,47,14,6,2024-10-24 13:05:36,COMPLETED
244,58,9,3,2024-01-30 23:13:50,COMPLETED
245,26,33,9,2024-11-20 07:52:51,COMPLETED
246,135,3,6,2024-12-06 08:34:21,COMPLETED
247,34,39,7,2024-02-29 21:44:23,COMPLETED
248,178,40,3,2024-10-07 01:54:45,COMPLETED
249,106,24,4,2024-06-21 12:13:55,COMPLETED
250,193,29,4,2024-07-26 09:20:40,COMPLETED
251,121,13,6,2024-09-20 10:16:40,CANCELLED
252,113,30,5,2024-10-29 04:38:30,COMPLETED
253,136,27,3,2024-11-13 05:58:41,COMPLETED
254,155,9,5,2024-01-21 06:21:03,COMPLETED
255,96,36,2,2024-10-03 06:44:15,COMPLETED
256,32,19,2,2024-10-23 08:45:51,COMPLETED
257,116,33,3,2024-11-18 17:55:00,COMPLETED
258,57,29,6,2024-12-27 08:37:37,COMPLETED
259,14,26,9,2024-05-25 05:34:25,COMPLETED
260,21,24,4,2024-01-11 22:43:37,COMPLETED
261,26,22,3,2024-02-23 10:31:16,COMPLETED
262,121,9,8,2024-06-23 05:16:07,COMPLETED
263,21,2,5,2024-03-24 18:02:52,COMPLETED
264,141,39,9,2024-06-13 09:01:13,COMPLETED
265,74,16,5,2024-02-17 07:42:32,COMPLETED
266,108,40,8,2024-01-25 09:24:18,COMPLETED
267,128,39,9,2024-01-07 09:11:18,COMPLETED
268,148,16,3,2024-04-23 02:51:06,COMPLETED
269,158,23,4,2024-08-09 14:58:16,COMPLETED
270,171,6,9,2024-05-20 01:04:14,COMPLETED
271,135,35,9,2024-11-01 09:53:39,CANCELLED
272,142,2,7,2024-12-05 04:02:20,COMPLETED
273,163,25,6,2024-04-08 12:11:30,COMPLETED
274,92,5,6,2024-04-03 15:27:23,COMPLETED
275,161,7,10,2024-10-12 12:26:21,COMPLETED
276,35,3,6,2024-07-31 01:13:01,COMPLETED
277,165,12,8,2024-09-27 01:29:51,COMPLETED
278,47,9,2,2024-10-05 02:01:25,COMPLETED
279,118,3,5,2024-03-19 06:57:51,COMPLETED
280,52,3,6,2024-12-28 11:38:53,COMPLETED
281,102,35,8,2024-04-08 09:03:19,COMPLETED
282,166,13,5,2024-05-18 15:14:25,COMPLETED
283,13,22,5,2024-02-18 08:11:28,COMPLETED
284,112,26,8,2024-12-13 10:37:32,CANCELLED
285,87,12,8,2024-09-25 18:32:45,COMPLETED
286,133,18,2,2024-10-09 08:53:20,COMPLETED
287,111,39,3,2024-07-30 20:11:23,COMPLETED
288,27,6,6,2024-09-13 16:12:49,COMPLETED
289,115,39,7,2024-03-05 17:14:30,COMPLETED
290,90,29,1,2024-10-09 06:24:04,COMPLETED
291,91,40,7,2024-04-16 15:02:29,COMPLETED
292,15,5,7,2024-05-21 02:18:18,COMPLETED
293,192,11,1,2024-02-25 10:48:03,COMPLETED
294,174,29,1,2024-02-19 00:32:56,COMPLETED
295,200,24,6,2024-05-28 16:27:41,CANCELLED
296,9,39,3,2024-09-20 17:19:01,COMPLETED
297,95,24,8,2024-10-23 08:27:46,COMPLETED
298,36,34,6,2024-06-03 13:56:46,COMPLETED
299,72,16,2,2024-01-11 01:31:47,COMPLETED
300,128,34,7,2024-12-20 18:49:59,COMPLETED
301,68,17,8,2024-03-24 07:56:28,CANCELLED
302,74,32,4,2024-02-17 15:03:49,COMPLETED
303,19,29,3,2024-12-15 00:17:44,COMPLETED
304,23,21,6,2024-10-02 13:23:48,COMPLETED
305,139,19,5,2024-11-26 15:16:10,COMPLETED
306,182,12,6,2024-07-16 13:56:50,COMPLETED
307,52,9,4,2024-11-02 22:48:39,COMPLETED
308,93,36,10,2024-05-23 06:30:04,COMPLETED
309,142,9,10,2024-12-09 09:46:27,COMPLETED
310,80,26,8,2024-07-23 03:50:19,COMPLETED
311,105,37,2,2024-02-18 16:07:48,CANCELLED
312,165,5,8,2024-06-29 21:52:48,COMPLETED
313,89,9,9,2024-09-05 11:18:41,COMPLETED
314,197,9,7,2024-07-14 07:01:48,CANCELLED
315,15,8,9,2024-02-29 10:12:27,COMPLETED
316,42,21,4,2024-05-14 09:10:07,CANCELLED
317,133,19,2,2024-04-07 07:48:38,COMPLETED
318,142,18,3,2024-08-30 17:37:50,COMPLETED
319,137,6,9,2024-09-05 22:26:09,COMPLETED
320,149,10,3,2024-09-12 19:50:07,COMPLETED
321,155,22,10,2024-01-16 23:57:31,COMPLETED
322,8,6,1,2024-09-06 02:46:55,COMPLETED
323,68,14,10,2024-06-10 18:52:12,COMPLETED
324,8,32,9,2024-04-22 11:56:07,COMPLETED
325,78,31,4,2024-11-08 12:14:13,COMPLETED
326,104,20,8,2024-01-29 08:09:28,COMPLETED
327,41,29,7,2024-07-07 01:32:51,COMPLETED
328,88,39,3,2024-05-01 09:28:48,COMPLETED
329,82,23,7,2024-02-20 18:49:43,COMPLETED
330,132,36,2,2024-05-03 22:22:32,COMPLETED
331,32,18,8,2024-04-06 06:46:17,COMPLETED
332,13,19,7,2024-12-01 14:35:27,COMPLETED
333,64,11,6,2024-12-28 15:11:42,COMPLETED
334,81,13,3,2024-07-12 12:10:17,CANCELLED
335,120,32,5,2024-07-12 03:49:37,COMPLETED
336,101,33,8,2024-04-03 11:45:12,COMPLETED
337,91,4,1,2024-04-19 06:25:52,COMPLETED
338,168,31,5,2024-07-27 10:19:13,COMPLETED
339,28,28,3,2024-12-08 17:05:00,COMPLETED
340,94,26,6,2024-01-18 13:41:22,COMPLETED
341,146,36,4,2024-05-20 18:57:59,COMPLETED
342,19,25,9,2024-06-23 21:36:25,COMPLETED
343,72,40,10,2024-02-16 03:23:56,COMPLETED
344,25,26,6,2024-11-04 16:58:44,CANCELLED
345,143,24,3,2024-03-18 07:21:14,COMPLETED
346,103,33,1,2024-01-18 14:15:28,COMPLETED
347,183,22,8,2024-07-20 16:31:54,COMPLETED
348,156,33,3,2024-05-07 08:51:47,CANCELLED
349,82,11,7,2024-08-27 10:12:03,COMPLETED
350,77,38,6,2024-07-16 00:31:06,COMPLETED
351,137,32,10,2024-04-26 10:15:02,COMPLETED
352,5,24,6,2024-09-18 16:19:50,COMPLETED
353,107,38,5,2024-11-05 10:17:35,COMPLETED
354,177,2,10,2024-07-03 07:30:05,COMPLETED
355,168,38,10,2024-03-29 08:51:23,COMPLETED
356,150,31,3,2024-07-22 14:11:58,COMPLETED
357,159,25,3,2024-11-15 02:26:17,COMPLETED
358,9,37,2,2024-03-15 02:14:19,COMPLETED
359,81,27,3,2024-06-09 09:04:01,COMPLETED
360,106,33,10,2024-12-23 11:52:37,COMPLETED
361,189,4,3,2024-07-20 10:28:40,COMPLETED
362,84,31,9,2024-05-26 08:15:41,COMPLETED
363,45,30,9,2024-05-12 22:43:08,COMPLETED
364,174,17,10,2024-07-07 00:53:08,COMPLETED
365,64,18,9,2024-04-25 22:12:49,COMPLETED
366,77,19,4,2024-09-25 01:30:08,COMPLETED
367,82,31,6,2024-08-05 16:07:22,CANCELLED
368,185,18,5,2024-02-17 07:56:56,COMPLETED
369,140,25,7,2024-11-13 19:49:50,COMPLETED
370,198,10,5,2024-01-17 08:05:17,COMPLETED
371,183,6,6,2024-12-24 20:23:38,COMPLETED
372,66,31,4,2024-03-19 11:24:37,COMPLETED
373,70,36,5,2024-02-23 07:28:36,COMPLETED
374,190,38,4,2024-04-04 03:52:21,COMPLETED
375,136,15,4,2024-01-21 09:15:09,COMPLETED
376,85,31,2,2024-09-21 13:10:10,COMPLETED
377,2,36,3,2024-06-07 00:39:08,COMPLETED
377,2,36,3,2024-06-07 00:39:08,COMPLETED
378,122,31,4,2024-10-20 13:36:06,CANCELLED
379,83,19,1,2024-12-18 14:35:08,COMPLETED
380,167,37,4,2024-07-26 19:58:50,COMPLETED
381,10,12,7,2024-12-08 15:07:08,COMPLETED
382,10,26,8,2024-03-13 08:33:00,CANCELLED
383,75,3,1,2024-04-25 21:13:01,COMPLETED
384,28,22,5,2024-06-25 10:50:25,CANCELLED
385,140,34,8,2024-12-11 08:30:12,CANCELLED
386,130,30,5,2024-03-15 21:07:56,COMPLETED
387,85,11,8,2024-09-08 18:27:26,COMPLETED
388,48,1,6,2024-11-03 02:29:19,COMPLETED
389,173,13,3,2024-08-25 06:30:31,COMPLETED
390,104,28,9,2024-05-07 08:29:52,COMPLETED
391,172,7,3,2024-02-24 14:35:51,COMPLETED
392,64,1,5,2024-05-28 23:10:20,COMPLETED
393,193,18,6,2024-04-27 06:20:21,COMPLETED
394,147,1,5,2024-09-10 20:46:14,COMPLETED
395,61,4,2,2024-06-29 17:47:44,COMPLETED
396,104,33,5,2024-09-25 01:58:21,COMPLETED
397,76,24,10,2024-03-26 18:27:50,COMPLETED
398,35,31,3,2024-06-25 16:42:30,COMPLETED
399,156,24,7,2024-09-29 14:33:42,COMPLETED
400,121,35,4,2024-10-22 21:02:46,COMPLETED
401,194,39,2,2024-07-23 02:04:37,COMPLETED
402,181,24,2,2024-12-22 05:20:25,COMPLETED
403,16,36,9,2024-03-19 12:14:15,COMPLETED
404,39,11,6,2024-11-27 20:23:12,COMPLETED
405,30,14,10,2024-07-08 20:12:24,COMPLETED
406,131,29,1,2024-06-25 02:17:43,COMPLETED
407,107,30,10,2024-01-23 10:08:44,COMPLETED
408,173,20,1,2024-06-02 18:30:34,COMPLETED
409,1,14,10,2024-01-29 08:41:04,COMPLETED
410,89,5,9,2024-01-24 09:37:23,CANCELLED
411,18,31,1,2024-04-21 11:52:45,COMPLETED
412,197,9,7,2024-05-25 10:13:43,CANCELLED
413,98,29,7,2024-05-25 21:16:12,COMPLETED
414,170,35,3,2024-09-10 19:22:45,COMPLETED
415,31,12,9,2024-06-01 15:34:19,COMPLETED
416,187,15,1,2024-10-20 16:06:10,COMPLETED
417,77,30,9,2024-06-13 17:09:35,COMPLETED
418,59,16,8,2024-05-14 10:26:33,COMPLETED
419,49,8,1,2024-11-10 08:53:00,COMPLETED
420,158,2,4,2024-03-21 00:49:11,COMPLETED
421,153,3,8,2024-08-20 03:45:32,COMPLETED
422,13,16,1,2024-06-05 05:23:05,COMPLETED
423,139,14,1,2024-02-24 10:09:29,COMPLETED
424,75,15,10,2024-05-03 20:23:52,COMPLETED
425,198,21,4,2024-04-27 04:38:54,COMPLETED
426,170,34,4,2024-06-09 14:39:37,COMPLETED
427,16,36,10,2024-12-07 15:31:39,COMPLETED
428,45,28,9,2024-07-11 11:31:14,COMPLETED
429,89,25,9,2024-05-03 18:49:13,COMPLETED
430,105,10,5,2024-05-26 04:51:47,COMPLETED
431,138,31,4,2024-11-25 20:25:52,COMPLETED
432,182,10,8,2024-12-21 06:00:20,COMPLETED
433,106,27,9,2024-07-24 19:52:54,COMPLETED
434,63,17,4,2024-05-08 06:16:27,COMPLETED
435,116,24,2,2024-07-27 00:29:06,COMPLETED
436,49,4,5,2024-05-26 11:27:37,COMPLETED
437,155,3,2,2024-03-14 01:48:32,COMPLETED
438,151,36,4,2024-07-05 04:16:40,COMPLETED
439,86,20,1,2024-03-23 06:11:29,CANCELLED
440,190,8,8,2024-12-21 03:12:38,COMPLETED
441,155,14,7,2024-12-21 09:35:48,COMPLETED
441,155,14,7,2024-12-21 09:35:48,COMPLETED
442,83,19,7,2024-06-30 01:46:09,COMPLETED
443,92,20,5,2024-05-19 16:07:50,COMPLETED
444,128,30,2,2024-11-07 18:47:35,CANCELLED
445,121,21,4,2024-05-23 23:13:13,COMPLETED
446,12,37,4,2024-10-14 20:58:22,COMPLETED
447,67,36,10,2024-08-12 22:00:11,COMPLETED
448,76,10,4,2024-05-08 02:34:02,COMPLETED
449,146,16,8,2024-08-01 20:21:37,COMPLETED
450,176,22,5,2024-10-23 11:02:12,COMPLETED
451,186,32,8,2024-03-06 08:03:04,COMPLETED
452,91,11,3,2024-10-06 17:48:31,COMPLETED
453,48,35,1,2024-07-22 11:30:57,COMPLETED
454,20,4,1,2024-06-09 03:46:26,COMPLETED
454,20,4,1,2024-06-09 03:46:26,COMPLETED
455,162,15,2,2024-10-01 15:17:53,COMPLETED
456,56,33,8,2024-05-24 22:28:57,COMPLETED
457,164,40,8,2024-09-13 00:58:31,COMPLETED
458,2,35,9,2024-06-08 17:57:10,COMPLETED
459,136,18,9,2024-04-21 08:07:51,COMPLETED
460,179,28,3,2024-02-11 13:27:55,CANCELLED
461,135,10,4,2024-03-15 12:56:11,COMPLETED
462,65,23,5,2024-11-04 17:20:37,COMPLETED
463,96,26,8,2024-08-07 10:12:07,COMPLETED
464,179,15,5,2024-09-22 15:43:48,COMPLETED
465,21,3,2,2024-06-06 09:28:03,COMPLETED
466,142,31,1,2024-09-04 06:55:20,COMPLETED
467,44,6,8,2024-11-24 07:02:41,COMPLETED
468,85,37,2,2024-12-13 12:03:30,COMPLETED
469,11,15,4,2024-12-16 00:28:22,COMPLETED
470,146,31,5,2024-01-19 01:59:20,CANCELLED
471,176,18,9,2024-08-06 20:17:33,COMPLETED
472,46,21,1,2024-03-21 10:51:12,COMPLETED
473,193,26,2,2024-04-26 05:27:46,COMPLETED
474,62,37,7,2024-09-19 22:25:23,COMPLETED
475,85,25,3,2024-11-02 23:58:34,CANCELLED
476,186,6,9,2024-10-16 12:09:31,CANCELLED
477,14,7,7,2024-03-31 03:44:20,COMPLETED
478,88,39,10,2024-08-19 07:28:30,COMPLETED
479,199,21,1,2024-09-03 06:27:15,COMPLETED
480,116,32,4,2024-05-18 04:24:02,COMPLETED
481,97,28,3,2024-09-20 23:12:54,COMPLETED
482,98,6,10,2024-04-24 17:08:10,COMPLETED
483,183,5,2,2024-04-14 01:40:49,COMPLETED
484,183,10,7,2024-05-02 23:39:18,COMPLETED
485,24,1,5,2024-06-21 17:14:19,COMPLETED
486,70,7,3,2024-02-03 21:40:09,COMPLETED
487,115,36,9,2024-07-18 00:17:41,COMPLETED
488,7,6,6,2024-08-03 05:42:10,COMPLETED
489,154,21,7,2024-01-05 19:01:22,COMPLETED
490,100,6,9,2024-12-17 13:08:45,CANCELLED
491,63,37,9,2024-03-06 20:37:38,COMPLETED
